Filenames,Contents
train2011-1308_000003.jpg,"actuelles que je reçois ne suffisent plus à mon usage, c'est"
train2011-1308_000004.jpg,"pourquoi je viens, par la présente, vous demander de"
train2011-1308_000005.jpg,bien vouloir multiplier par deux les quantités de CD vierges
train2011-1308_000006.jpg,"que je commande chez vous, soit 20 CD par mois."
train2011-1308_000007.jpg,Je vous rappelle mon numéro
train2011-1308_000008.jpg,de cliente qui est le PANJO38.
train2011-1308_000009.jpg,En  esperant  que ce changement
train2011-1308_000010.jpg,"ne posera pas de problèmes, veuillez agréer Madame, Monsieur"
train2011-1308_000011.jpg,l'expression de mes sincères salutations.
train2011-1309_000001.jpg,"Je sollicite de votre part, une demande de documentation"
train2011-1309_000002.jpg,concernant les différents contrats d'assurance habitation que
train2011-1309_000003.jpg,"vous proposez. Merci, par avance de me les faire parvenir à"
train2011-1309_000004.jpg,mon domicile
train2011-1309_000005.jpg,"Je vous prie d'agréer, monsieur, mes salutations distinguées."
train2011-1310_000001.jpg,Ayant été séduite par la diversité des
train2011-1310_000002.jpg,"rubriques, avantages voyages, conseils, actualités"
train2011-1310_000003.jpg,ainsi que vos petites annonces et étant actuellement
train2011-1310_000004.jpg,"en période de pré-retraite, je décide de m'abon-"
train2011-1310_000005.jpg,"ner à votre magazine ""DéO""."
train2011-1310_000006.jpg,Je me  ferai  un plaisir d'y apporter quelques
train2011-1310_000007.jpg,"suggestions qui seront, je l'espère appréciées."
train2011-1310_000008.jpg,"Ci-joint, à ma lettre, un chèque de"
train2011-1310_000009.jpg,quarante cinq euros représentant une année d'abon-
train2011-1310_000010.jpg,nement.
train2011-1310_000011.jpg,"Dans l'attente de ma première lecture,"
train2011-1310_000012.jpg,"je vous prie d'agréer, Madame, Monsieur,"
train2011-1310_000013.jpg,mes salutations distinguées.
train2011-1311_000001.jpg,Je vous annonce que je viens de me marier
train2011-1311_000002.jpg,et depuis samedi je m'appelle Mme Dupont
train2011-1311_000003.jpg,"Veuillez agréer, Monsieur, mes salutations les plus"
train2011-1312_000001.jpg,Pour ma  comande  en date du 25 novembre 2006 qui
train2011-1312_000002.jpg,"concernait le lot de 3 paires de chaussettes de référence : 034529,"
train2011-1312_000003.jpg,vous m'avez livré un saucisson de référence 034629.
train2011-1312_000004.jpg,C'est pour cette raison que je vous prie d'accéder à
train2011-1312_000005.jpg,ma demande de remboursement du produit en question.
train2011-1312_000006.jpg,Veuillez trouver  ci joints  le bon de commande et le coupon
train2011-1312_000007.jpg,de réception. Vous pourrez y constater la différence de
train2011-1312_000008.jpg,code produit.
train2011-1312_000009.jpg,"En vous priant d'agréer, Madame, Monsieur l'expression de"
train2011-1312_000010.jpg,mes sentiments distingués.
train2011-1313_000001.jpg,"Je suis une lectrice occasionnelle de votre magazine, et"
train2011-1313_000002.jpg,"ayant plus de temps libre pour nos loisirs ces derniers temps,"
train2011-1313_000003.jpg,je souhaiterais souscrire à un abonnement à votre magazine
train2011-1313_000004.jpg,"bimestriel ""Charité Bushido""."
train2011-1313_000005.jpg,Je vous prie de me faire part des modalité de paiement pour
train2011-1313_000006.jpg,cette souscription.
train2011-1313_000007.jpg,"Avec mes salutations distinguées,"
train2011-1314_000001.jpg,Je souhaite doubler la quantité de chaussettes commandées le 26 novembre.
train2011-1314_000002.jpg,"Ne sachant pas si la commande initiale a été expédiée, je ne joins"
train2011-1314_000003.jpg,pas de réglement  et vous prie de bien vouloir me contacter après 16 h
train2011-1314_000004.jpg,"au 03.83.77.50.49 pour un règlement par carte bancaire, incluant"
train2011-1314_000005.jpg,les frais de port si nécessaire.
train2011-1314_000006.jpg,"Je vous prie d'agréer, Madame, Monsieur, l'assurance de mes sentiments"
train2011-1314_000007.jpg,distingués.
train2011-1315_000001.jpg,Je vous écris afin de vous demander les
train2011-1315_000002.jpg,démarches à suivre pour devenir l'une de vos futures  clients .
train2011-1315_000003.jpg,Cordialement
train2011-1316_000001.jpg,Je me permets de vous écrire car la situation devient
train2011-1316_000002.jpg,insupportable. Voilà plusieurs semaines que mes voisins ont
train2011-1316_000003.jpg,un nouveau chien. Bien qu'il n'ait pas l'air très
train2011-1316_000004.jpg,"méchant, cet animal est imposant et n'arrête pas"
train2011-1316_000005.jpg,d'aboyer à toute heure du jour ou de la nuit.
train2011-1316_000006.jpg,Bien d'autres personnes du quartier se joignent à moi
train2011-1316_000007.jpg,pour se plaindre de ces nuisances sonores incessantes.
train2011-1316_000008.jpg,Je vous invite à venir entendre par  vous-mêmes
train2011-1316_000009.jpg,ces aboiements très désagréables et à parler avec les
train2011-1316_000010.jpg,propriétaires du chien en question.
train2011-1316_000011.jpg,"Je vous en remercie par avance et vous prie d'agréer,"
train2011-1316_000012.jpg,"Madame, Monsieur, l'expression de mes sincères salutations."
train2011-1317_000001.jpg,JE VIENS DE DEMENAGER.
train2011-1317_000002.jpg,J'AI DES NOUVELLES COORDONNEES
train2011-1317_000003.jpg,POSTALES :
train2011-1317_000004.jpg,5 RUE BENOIT MAZON
train2011-1317_000005.jpg,10300 ST SAVINE
train2011-1317_000006.jpg,"VEUILLEZ AGREER, MONSIEUR, MES SALUTATIONS"
train2011-1317_000007.jpg,DISTINGUES
train2011-1318_000001.jpg,Je paye actuellement mes impôts actuellement.
train2011-1318_000002.jpg,Je souhaite modifier ce mode de paiement et passer
train2011-1318_000003.jpg,à la mensualisation de mon impôt sur le revenu.
train2011-1318_000004.jpg,Ma référence est OHXCG29. Je vous remercie par
train2011-1318_000005.jpg,avance de tenir compte de ma demande lors du
train2011-1318_000006.jpg,prochain paiement de l'impôt sur le revenu.
train2011-1318_000007.jpg,"Sincèrement,"
train2011-1319_000001.jpg,"Par cette lettre, je vous informe de ma décision de clôturer mon"
train2011-1319_000002.jpg,"compte ouvert dans votre établissement, sous la référence client :"
train2011-1319_000003.jpg,KFGWC22.
train2011-1319_000004.jpg,Je vous  demanderai  donc de bien vouloir effectuer cette opération
train2011-1319_000005.jpg,et de me verser les sommes qui sont encore sur ce compte.
train2011-1319_000006.jpg,"Je vous prie d'agréer, Madame, Monsieur, mes salutations"
train2011-1319_000007.jpg,distinguées.
train2011-1320_000001.jpg,Je vous prie de bien
train2011-1320_000002.jpg,vouloir prendre en compte le
train2011-1320_000003.jpg,changement de coordonnées postales
train2011-1320_000004.jpg,faisant suite à mon déménagement.
train2011-1320_000005.jpg,Dorénavant j'habite :
train2011-1320_000006.jpg,15 rue du  Géneral  LECLERC
train2011-1320_000007.jpg,67120 DUTTLENHEIM
train2011-1321_000001.jpg,Je suis titulaire du Plan d'Epargne Logement
train2011-1321_000002.jpg,"n° LWEDU32, sur lequel sont versés 60 euros"
train2011-1321_000003.jpg,"chaque mois, prélevés automatiquement depuis mon"
train2011-1321_000004.jpg,compte courant.
train2011-1321_000005.jpg,Ma situation financière actuelle ne me permet plus
train2011-1321_000006.jpg,"de mettre une telle somme de côté chaque mois,"
train2011-1321_000007.jpg,aussi je vous demande une modification de mon
train2011-1321_000008.jpg,contrat. Je souhaite abaiser la somme qui ser
train2011-1321_000009.jpg,créditée sur mon PEL à 45 euros par mois.
train2011-1321_000010.jpg,Je vous remercie de bien voulir me retourner
train2011-1321_000011.jpg,"au plus vite un nouveau projet de contrat en ce sens,"
train2011-1321_000012.jpg,que je vous retournerai signé.
train2011-1321_000013.jpg,"Veuillez agréer Madame, Monsieur, l'expression de"
train2011-1321_000014.jpg,mes salutations distinguées.
train2011-1322_000001.jpg,Afin d'obtenir des informations par rapport à ma
train2011-1322_000002.jpg,situation je souhaiterais avoir un rendez-vous avec l'un de
train2011-1322_000003.jpg,vos conseillers.
train2011-1322_000004.jpg,Je vous remercie d'avance de bien vouloir prendre ma
train2011-1322_000005.jpg,"demande en considération et,"
train2011-1322_000006.jpg,"Je vous prie d'agréer, Messieurs, mes salutations distinguées."
train2011-1323_000001.jpg,"Après la réception de ma dernière facture, je trouve"
train2011-1323_000002.jpg,le montant de celle-ci élevée.
train2011-1323_000003.jpg,Pourrier-vous m'en donner l'explication ainsi que
train2011-1323_000004.jpg,le  details   precis .
train2011-1323_000005.jpg,"Restant  a  votre entière disposition, veuilliez agréer"
train2011-1323_000006.jpg,"Madame, Monsieur mes salutations  distingués ."
train2011-1324_000001.jpg,"Je déménage, c'est pourqoi je souhaiterais obtenir de la documentaton"
train2011-1324_000002.jpg,concernant les contrats d'assurance habitation.
train2011-1324_000003.jpg,"Veuillez  aggréer,  Madame, Monsieur, mes sincères salutations."
train2011-1325_000001.jpg,N'ayant pas reçu de nouvelles concernant ma réclamation envoyée le
train2011-1325_000002.jpg,"mois dernier à la date du 1er novembre 2006, je vous serai gré"
train2011-1325_000003.jpg,de donner suite à ma requête au plus vite.
train2011-1325_000004.jpg,"Veuillez agréer Madame, Monsieur, l'expression de mes sincères"
train2011-1325_000005.jpg,salutations.
train2011-1326_000001.jpg,Je vous informe par la présent que je viens de me
train2011-1326_000002.jpg,marier.
train2011-1326_000003.jpg,"Aussi, je ne m'appelle plus Maryse OLIVE mais Ma-"
train2011-1326_000004.jpg,dame Maryse xxx.
train2011-1326_000005.jpg,"Veuillez, s'il vous plait, faire le nécessaire en ce qui"
train2011-1326_000006.jpg,concerne la modification de mon nom et statut et
train2011-1326_000007.jpg,ce que cela implique éventuellement.
train2011-1326_000008.jpg,Je vous rappelle pour cela ma référence client : YMMRL24.
train2011-1326_000009.jpg,Cordialement.
train2011-1327_000001.jpg,Suite à ma nouvelle situation familiale je vous prie
train2011-1327_000002.jpg,de bien vouloir prendre en compte ma nouvelle adresse
train2011-1327_000003.jpg,"postale, qui est aussi celle de mon conjoint, dès réception"
train2011-1327_000004.jpg,de ce courrier.
train2011-1327_000005.jpg,Je reste à votre disposition pour vous faire parvenir
train2011-1327_000006.jpg,tous les documents justifiant ces nouvelles coordonnées.
train2011-1327_000007.jpg,"Je vous prie d'agréer, Monsieur, mes sincères salutations."
train2011-1328_000001.jpg,Je viens de déménager récemment. Vu
train2011-1328_000002.jpg,"votre réputation dans le domaine de l'assurance,"
train2011-1328_000003.jpg,je voudrais bien devenir client. Pour
train2011-1328_000004.jpg,"cette raison, je voudrais me renseigner sur la"
train2011-1328_000005.jpg,documentation concernant les contrats
train2011-1328_000006.jpg,d'assurances
train2011-1328_000007.jpg,Cordialement
train2011-1329_000001.jpg,"Suite à mon installation avec mon conjoint, je vous écris"
train2011-1329_000002.jpg,pour vous demander de m'envoyer de l'information concernant
train2011-1329_000003.jpg,les différents contrats d'habitation que vous proposez.
train2011-1329_000004.jpg,"Veuillez agréer, Madame, Monsieur, l'expression de mes"
train2011-1329_000005.jpg,salutations distinguées.
train2011-1330_000001.jpg,"Suite à un arrêt de mon activité professionnelle,"
train2011-1330_000002.jpg,j'ai beaucoup plus de temps pour mes loisirs. J'ai
train2011-1330_000003.jpg,"decouvert  avec grand plaisir votre magazine "" Fleurs"
train2011-1330_000004.jpg,"et Merguez "" chez mon marchand de journaux."
train2011-1330_000005.jpg,J'aimerai  donc créer un compte chez vous pour
train2011-1330_000006.jpg,pouvoir m'abonner à ce magazine.
train2011-1330_000007.jpg,Merci d'avance de prendre ma demande en
train2011-1330_000008.jpg,considération.
train2011-1331_000001.jpg,Je vous écris cette lettre pour gérer le
train2011-1331_000002.jpg,sinistre que j'ai eu la semaine dernière.
train2011-1331_000003.jpg,"En effet, j'ai  provoquez  la surdité d'un passant"
train2011-1331_000004.jpg,en lui éternuant à proximité de son oreille
train2011-1331_000005.jpg,gauche.
train2011-1331_000006.jpg,"De ce fait, je souhaite être couvert au"
train2011-1331_000007.jpg,titre de la responsabilité civile.
train2011-1331_000008.jpg,par avance merci
train2011-1332_000001.jpg,"Lors de ma dernière commande, j'ai malheureusement oublié un article"
train2011-1332_000002.jpg,et je me permets de vous contacter afin d'y ajouter l'article suivant.
train2011-1332_000003.jpg,produit : CH45-12 (3 paires de chaussettes)
train2011-1332_000004.jpg,Je vous laisse aussi ma référence client : YSULQ29
train2011-1332_000005.jpg,"En vous remerciant d'avance, je vous prie d'agréer, Madame,"
train2011-1332_000006.jpg,"Monsieur, l'expression de ma considération distinguée"
train2011-1333_000001.jpg,"Vérifiant votre facture du 5 décembre 2006, reçue ce jour, je constate que ma"
train2011-1333_000002.jpg,consommation à gaz qui y est indiquée est élevée par rapport à ma
train2011-1333_000003.jpg,"consommation réelle, l'écart est de 20%."
train2011-1333_000004.jpg,"En raison de cet écart important, je vous prie de bien vouloir envoyer un de"
train2011-1333_000005.jpg,vos agents effectuer un relevé de compteur afin de rectifier cette facture.
train2011-1333_000006.jpg,"En attente d'une réponse rapide de votre part, je vous prie d'agréer,"
train2011-1333_000007.jpg,"Madame, Monsieur, mes sincères salutations."
train2011-1334_000001.jpg,N'ayant toujours pas été remboursé des sommes avancées
train2011-1334_000002.jpg,"suite aux dommages causés par mon accident automobile,"
train2011-1334_000003.jpg,"sur mon véhicule, je vous prierais de prendre en considération"
train2011-1334_000004.jpg,ma demande de résiliation de contrat me liant à
train2011-1334_000005.jpg,votre société d'assurance à compter de ce jour.
train2011-1334_000006.jpg,"Veuillez agréer, Monsieur, l'expression de mes sentiments"
train2011-1334_000007.jpg,les meilleurs .
train2011-1335_000001.jpg,"Suite à un accident de voiture, en date du 9.12.2006,"
train2011-1335_000002.jpg,"dans lequel je suis impliquée (moi et ma voiture), je vous"
train2011-1335_000003.jpg,"demande de prendre en compte le constat ci-joint,"
train2011-1335_000004.jpg,dans lequel vous trouverez tous les renseignements
train2011-1335_000005.jpg,concernant la situation.
train2011-1335_000006.jpg,Merci de traiter le dossier au mieux.
train2011-1335_000007.jpg,"En attendant des nouvelles de votre part, veuillez"
train2011-1335_000008.jpg,"recevoir, madame, monsieur, mes sincères salutations"
train2011-1336_000001.jpg,"Suite à la perte de mon emploi, je me"
train2011-1336_000002.jpg,retrouve dans une situation financière difficile.
train2011-1336_000003.jpg,"Par conséquent, je vous informe de mon souhait de"
train2011-1336_000004.jpg,diminuer mes versements sur mon Plan Epargne Logement.
train2011-1336_000005.jpg,"Par conséquent, je vous remercie de réajuster"
train2011-1336_000006.jpg,mes versements mensuels à hauteur de 45 € (au
train2011-1336_000007.jpg,lieu de 60 €).
train2011-1336_000008.jpg,"En vous remerciant par avance, veuillez"
train2011-1336_000009.jpg,"agréer, Madame, Monsieur, l'assurance de mes sentiments"
train2011-1336_000010.jpg,les meilleurs
train2011-1337_000001.jpg,"Je vous sollicite à ce jour, car j'aimerais connaître quelles"
train2011-1337_000002.jpg,"sont les heures d'accueil du public, merci de me joindre par télé-"
train2011-1337_000003.jpg,phone ou par adresse postale.
train2011-1337_000004.jpg,Bien cordialement
train2011-1338_000001.jpg,A la suite de mon installation en union libre
train2011-1338_000002.jpg,"avec mon compagnon, je vous prie de bien vouloir noter"
train2011-1338_000003.jpg,mes nouvelles coordonnées téléphoniques afin d'actualiser
train2011-1338_000004.jpg,mon fichier client.
train2011-1338_000005.jpg,"Je vous prie d'agréer, Madame, Monsieur, l'expression de"
train2011-1338_000006.jpg,ma considération distinguée.
train2011-1339_000001.jpg,"Pourriez vous, s'il vous plaît, m'indiquer"
train2011-1339_000002.jpg,la marche à suivre pour fermer tous les comptes
train2011-1339_000003.jpg,dont je dispose dans votre établissement.
train2011-1339_000004.jpg,Je vais être amenée à déménager
train2011-1339_000005.jpg,et dans le village  ou  je compte m'installer
train2011-1339_000006.jpg,"il n'y a pas de succursale de votre banque, il"
train2011-1339_000007.jpg,est donc plus facile pour moi de changer de banque.
train2011-1339_000008.jpg,"Veuillez agréer, Madame, Monsieur, mes"
train2011-1339_000009.jpg,salutations les plus sincères.
train2011-1340_000001.jpg,Veuillez trouver mon courrier
train2011-1340_000002.jpg,pour une résiliation de
train2011-1340_000003.jpg,contrat d'assurance habitation.
train2011-1340_000004.jpg,Bonne réception.
train2011-1340_000005.jpg,Cordialement.
train2011-1341_000001.jpg,"Je viens par la présente, vous demander de  me communiquer,"
train2011-1341_000002.jpg,"soit par courrier, soit par téléphone, vos horaires d'accueil"
train2011-1341_000003.jpg,du public.
train2011-1341_000004.jpg,Dans l'attente de votre réponse.
train2011-1341_000005.jpg,"Veuillez agréer, Madame, Monsieur, mes salutations"
train2011-1341_000006.jpg,distinguées.
train2011-1342_000001.jpg,"Suite à la perte de mon emploi depuis le 1er Décembre 2006,"
train2011-1342_000002.jpg,je vais avoir des difficultés de paiement.
train2011-1342_000003.jpg,"Etant donné ma nouvelle situation , je vous demande un"
train2011-1342_000004.jpg,échelonnement de mes paiements.
train2011-1342_000005.jpg,"Restant à votre entière disposition , je vous prie d'agréer , Madame,"
train2011-1342_000006.jpg,"Monsieur ,l'expression de mes salutations distinguées."
train2011-1343_000001.jpg,Je souhaiterais effectuer le changement suivant
train2011-1343_000002.jpg,sur ma dernière commande :
train2011-1343_000003.jpg,Je voudrais modifier la couleur du modèle commandé.
train2011-1343_000004.jpg,Nouvelle référence : CH45-16
train2011-1343_000005.jpg,"Cordialement,"
train2011-1344_000001.jpg,"Titulaire du compte PWNEJ29, je viens par"
train2011-1344_000002.jpg,la présente vous informer que je souhaite diminuer
train2011-1344_000003.jpg,les versements sur mon P.E.L.
train2011-1344_000004.jpg,"Ainsi, dès  réceptions  de ce courrier, merci de"
train2011-1344_000005.jpg,les passer de 60 à 45 euros mensuels.
train2011-1344_000006.jpg,"Vous remerciant par avance, veuillez recevoir,"
train2011-1344_000007.jpg,"Monsieur, mes sincères salutations."
train2011-1345_000001.jpg,J'ai prévu de me rendre à votre agence la semaine prochaine
train2011-1345_000002.jpg,"et, n'habitant pas sur place, je voudrais être sûr de ne pas faire le"
train2011-1345_000003.jpg,déplacement à un horaire où votre agence est fermée.
train2011-1345_000004.jpg,"Aussi, je vous serai gré de m'indiquer les horaires d'accueil"
train2011-1345_000005.jpg,du public de votre agence.
train2011-1345_000006.jpg,Je vous remercie par avance.
train2011-1345_000007.jpg,"Cordialement,"
train2011-1346_000001.jpg,Je vous prie de bien vouloir me faire parvenir une
train2011-1346_000002.jpg,documentation concernant un contrat d'assurance sur
train2011-1346_000003.jpg,la vie que j'aimerais souscrire.
train2011-1346_000004.jpg,Recevez Monsieur mes salutations distinguées.
train2011-1347_000001.jpg,Je vous prie de bien vouloir modifier ma situation
train2011-1347_000002.jpg,"familiale sur mon dossier, qui passe de mariée à divorcée."
train2011-1347_000003.jpg,"En vous remerciant,"
train2011-1348_000001.jpg,Le 2 décembre 2006 j'ai malheureusement
train2011-1348_000002.jpg,été à l'origine d'un accident de la route. Celui-ci
train2011-1348_000003.jpg,"n'a pas fait de victime, en revanche les dégâts"
train2011-1348_000004.jpg,matériels sont importants : ils concernent à la fois ma
train2011-1348_000005.jpg,voiture et celle de Mr Karammel.
train2011-1348_000006.jpg,Je vous prie donc de bien vouloir prendre
train2011-1348_000007.jpg,"contact avec la BAAF, l'assurance de Mr Karammel."
train2011-1348_000008.jpg,"Je joins à cette lettre le constat, et vous rappelle ma"
train2011-1348_000009.jpg,référence client : IPVYG58.
train2011-1348_000010.jpg,"Merci de votre compréhension,"
train2011-1349_000001.jpg,Je désirerais modifier le paiement de
train2011-1349_000002.jpg,"mon impôt sur le revenu pour une mensualisation, ce qui"
train2011-1349_000003.jpg,m'aiderait davantage à gérer mon budget.
train2011-1349_000004.jpg,Dans l'attente que vous m'envoyez la
train2011-1349_000005.jpg,prélèvement sur mon compte bancaire.
train2011-1349_000006.jpg,"Veuillez agréer Madame, Monsieur mes"
train2011-1349_000007.jpg,sincères salutations.
train2011-1350_000001.jpg,Je vous  addresse  par ce courrier une demande de
train2011-1350_000002.jpg,mensualisation pour le paiement de mes impôts. Mes réfèrences
train2011-1350_000003.jpg,sont indiquées ci-dessus.
train2011-1350_000004.jpg,"Dans l'attente de votre réponse, je reste à votre disposition"
train2011-1350_000005.jpg,"pour fournir les pièces nécessaires à l'opération,"
train2011-1350_000006.jpg,"Veuillez agréer, Madame, Monsieur, mes salutations distinguées,"
train2011-1351_000001.jpg,"Etant une cliente fidèle, j'aimerais si possible"
train2011-1351_000002.jpg,avoir le catalogue de tous les produits que vous proposez
train2011-1351_000003.jpg,dans vos magasins.
train2011-1351_000004.jpg,Merci de prendre en considération ma demande
train2011-1351_000005.jpg,"Je vous prie monsieur, d'agréer mes sincères salutations"
train2011-1352_000001.jpg,Vous est il possible de doubler le nombre d'actions
train2011-1352_000002.jpg,commandées précédemment
train2011-1352_000003.jpg,"Cordialement ,"
train2011-1353_000001.jpg,Je viens de perdre mon emploi et je me retrouve
train2011-1353_000002.jpg,"donc sans revenus. Ayant 3 enfants à charge,"
train2011-1353_000003.jpg,je me retrouve dans l'impossibilité de payer
train2011-1353_000004.jpg,mon abonnement à EDF. C'est pourquoi j'aimerais
train2011-1353_000005.jpg,savoir s'il vous était possible de m'accorder
train2011-1353_000006.jpg,une remise.
train2011-1353_000007.jpg,Cordialement
train2011-1354_000001.jpg,Je souhaiterai modifier le mode de
train2011-1354_000002.jpg,prélèvement de l' impot  sur le revenu et
train2011-1354_000003.jpg,passer à une mensualisation de celui-ci.
train2011-1354_000004.jpg,Je vous remercie d'avance de prendre
train2011-1354_000005.jpg,"en compte ma demande et vous prie d'agréer,"
train2011-1354_000006.jpg,"Madame, Monsieur, mes respectueuses salutations."
train2011-1355_000001.jpg,ayant eu un sinistre je demande à être assuré
train2011-1355_000002.jpg,au titre de la responsabilité civile
train2011-1355_000003.jpg,"Je vous prie d' agreer , monsieur mes salutations"
train2011-1355_000004.jpg,respectueuses
train2011-1356_000001.jpg,"Depuis 3 mois déjà, je suis importunée par"
train2011-1356_000002.jpg,une nuisance sonore dûe aux aboiements du
train2011-1356_000003.jpg,chien de mes voisins.
train2011-1356_000004.jpg,"En effet, celui-ci aboie systématiquement toutes"
train2011-1356_000005.jpg,les nuits de minuit à 2h du matin.
train2011-1356_000006.jpg,Je souhaiterais donc savoir quels sont les re-
train2011-1356_000007.jpg,cours qui sont à ma disposition dans ce cas.
train2011-1356_000008.jpg,Soyez assuré par mes meilleurs sentiments.
train2011-1356_000009.jpg,"Cordialement,"
train2011-1357_000001.jpg,Depuis le mois dernier je n'habite plus dans le logement dont il est
train2011-1357_000002.jpg,question dans mon dossier. J'ai acheté un appartement avec mon conjoint à
train2011-1357_000003.jpg,une trentaine de kilomètres. Je vous laisse mon numéro de téléphone au cas où
train2011-1357_000004.jpg,"vous auriez besoin de me joindre : 03 41 98 84 17, les horaires où je suis"
train2011-1357_000005.jpg,joignable restent inchangés.
train2011-1357_000006.jpg,"Cordialement,"
train2011-1358_000001.jpg,"Etant donné les horaires de travail contraignants, je souhaiterai"
train2011-1358_000002.jpg,connaître vos heures d'ouverture au public afin de pouvoir m'organi-
train2011-1358_000003.jpg,en fonction.
train2011-1358_000004.jpg,Merci de votre compréhension.
train2011-1358_000005.jpg,"Veuillez agréer, Madame, Monsieur à l'expresson de mes salutations"
train2011-1358_000006.jpg,distinguées.
train2011-1359_000001.jpg,Je souhaiterais apporter une modification à
train2011-1359_000002.jpg,ma dernière commande  passé  le 01/12/2006. Je
train2011-1359_000003.jpg,souhaite remplacer le modèle que j'ai commandé
train2011-1359_000004.jpg,par le modèle économique (portant la référence
train2011-1359_000005.jpg,CH45-02). En espérant que vous pourrez
train2011-1359_000006.jpg,prendre en compte ce changement dans ma
train2011-1359_000007.jpg,"commande, je vous remercie et vous prie de"
train2011-1359_000008.jpg,"croire, Madame, Monsieur, à l'expression de mes"
train2011-1359_000009.jpg,sincères salutations.
train2011-1360_000001.jpg,Je me permets de vous écrire car je suis mécontente
train2011-1360_000002.jpg,du bruit dans ma rue depuis deux mois.
train2011-1360_000003.jpg,"En effet, le trafic dans ma rue a fortement augmenté"
train2011-1360_000004.jpg,Pouvez vous faire  quelquechose  ?
train2011-1360_000005.jpg,"Dans l'attente, veuillez agréer mes salutations les plus  distingués ."
train2011-1361_000001.jpg,JE SUIS ACTUELLEMENT ASSUREE DANS
train2011-1361_000002.jpg,VOS SERVICES.
train2011-1361_000003.jpg,J'AIMERAI EGALEMENT ASSURER MA VOITURE
train2011-1361_000004.jpg,POUVEZ-VOUS ME FOURNIR LA DOCUMENTATION
train2011-1361_000005.jpg,MERCI D'AVANCE
train2011-1362_000001.jpg,"Suite à un oubli de ma part, je souhaiterais ajouter à ma"
train2011-1362_000002.jpg,commande du 12/12/2006 trois paires de chaussettes grises
train2011-1362_000003.jpg,(référence : CH 45-12) à 9.92 euros chacune. Ayant les frais
train2011-1362_000004.jpg,"de port offerts, vous trouverez donc un chèque de 29.97 euros"
train2011-1362_000005.jpg,pour le paiement de ces nouveaux articles.
train2011-1362_000006.jpg,Merci d'avance de bien vouloir prendre en compte ces
train2011-1362_000007.jpg,modifications pour l'envoi de ma commande.
train2011-1362_000008.jpg,"Je vous prie d'agréer, Madame, Monsieur, l'assurance"
train2011-1362_000009.jpg,de mes salutations distinguées.
train2011-1363_000001.jpg,Je voudrais modifier ma commande du 9 décembre
train2011-1363_000002.jpg,"2006. En effet, il me faudrait deux fois plus de chaussettes"
train2011-1363_000003.jpg,"que prévu, c' est à dire  10 paires au lieu de 5."
train2011-1363_000004.jpg,"Merci de bien vouloir modifier ma commande, et de"
train2011-1363_000005.jpg,me confirmer au plus tôt la prise en compte de la
train2011-1363_000006.jpg,modification.
train2011-1363_000007.jpg,Meilleures salutations.
train2011-1364_000001.jpg,En raison d'un changement d'opérateur
train2011-1364_000002.jpg,"téléphonique, je vous prie de bien vouloir noter"
train2011-1364_000003.jpg,"mon numéro de téléphone, qui est le :"
train2011-1364_000004.jpg,04 92 48 88 30.
train2011-1364_000005.jpg,Merci d'effectuer ces modifications au plus vite.
train2011-1364_000006.jpg,"Cordialement,"
train2011-1365_000001.jpg,"Désirant acheter un nouveau téléphone portable, je"
train2011-1365_000002.jpg,"me suis renseigné sur diverses offres de forfaits, notamment les votres."
train2011-1365_000003.jpg,"Fort intéressé par ce que vous proposez, je vous demanderais de"
train2011-1365_000004.jpg,bien vouloir me faire parvenir les documents  nécessaire  et me renseigner
train2011-1365_000005.jpg,sur la marche à suivre pour devenir client.
train2011-1365_000006.jpg,"Dans l'attente d'une réponse de votre part, je vous prie"
train2011-1365_000007.jpg,d'agréer l'expression de mes salutations distinguées.
train2011-1366_000001.jpg,J'envisage de souscrire prochainement une
train2011-1366_000002.jpg,assurance vie. Je souhaiterais donc recevoir une
train2011-1366_000003.jpg,documentation détaillée au sujet des différents
train2011-1366_000004.jpg,contrats proposés par votre agence.
train2011-1366_000005.jpg,"Je vous prie d'agréer, Monsieur le Directeur,"
train2011-1366_000006.jpg,mes salutations distinguées.
train2011-1367_000001.jpg,"Etant abonné à ""chasse et nature"" depuis 6 mois, je vous ai fait part de ma"
train2011-1367_000002.jpg,resiliation  d'abonnement le mois dernier mais j'ai  recu  le nouveau
train2011-1367_000003.jpg,magazine ce mois-ci.
train2011-1367_000004.jpg,Donc je vous  fait  part une nouvelle fois que je ne veux plus recevoir
train2011-1367_000005.jpg,ce mensuel.
train2011-1367_000006.jpg,Merci pour votre coopération future.
train2011-1368_000001.jpg,Je vous prierai de bien vouloir changer le contenu de mes
train2011-1368_000002.jpg,"données personnelles, je viens d'avoir un enfant."
train2011-1368_000003.jpg,"En vous remerciant, je vous prie d'agréer, madame, monsieur,"
train2011-1368_000004.jpg,mes sentiments les plus respectueux.
train2011-1369_000001.jpg,"Suite à l'accident que j'ai eu le mois dernier, vous a-"
train2011-1369_000002.jpg,vez expertisé mon véhicule.
train2011-1369_000003.jpg,Ma référence client : ICPQI82
train2011-1369_000004.jpg,"Or, je suis depuis, sans nouvelles et j'aimerai donc sa-"
train2011-1369_000005.jpg,voir quelles sont vos conclusions et comment va fonctionner
train2011-1369_000006.jpg,mon assurance en conséquence.
train2011-1369_000007.jpg,"Dans l'attente d'une réponse de votre part, je vous prie"
